,fluxes,ec-code,kcat_MW,E,equ
PGP120abcpp_num1,0.0,,305003.3707364153,0.0,atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_e + pi_c
PGP140abcpp_num1,0.0,,305003.3707364153,0.0,atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_e + pi_c
PGP141abcpp_num1,0.0,,305003.3707364153,0.0,atp_c + h2o_c + pgp141_c --> adp_c + h_c + pgp141_e + pi_c
PGP160abcpp_num1,0.0,,305003.3707364153,0.0,atp_c + h2o_c + pgp160_c --> adp_c + h_c + pgp160_e + pi_c
PGP161abcpp_num1,0.0,,305003.3707364153,0.0,atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_e + pi_c
PGP180abcpp_num1,0.0,,305003.3707364153,0.0,atp_c + h2o_c + pgp180_c --> adp_c + h_c + pgp180_e + pi_c
PGP181abcpp_num1,0.0,,305003.3707364153,0.0,atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_e + pi_c
PHEMEabcpp_num1,0.0,,305003.3707364153,0.0,atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_e + pi_c
PHEMEtiex,0.0,,,,pheme_c --> pheme_e
PHEt2rpp,0.0,,,,h_e + phe__L_e --> h_c + phe__L_c
PNTOt4pp,0.0,,,,na1_e + pnto__R_e --> na1_c + pnto__R_c
PROabcpp,0.0,,401934.47396410117,0.0,atp_c + h2o_c + pro__L_e --> adp_c + h_c + pi_c + pro__L_c
PROGLYabcpp,0.0,,,,atp_c + h2o_c + progly_e --> adp_c + h_c + pi_c + progly_c
PROt3pp,0.0,,,,h_e + pro__L_c --> h_c + pro__L_e
PROt4pp,0.0,,470207.82132955396,0.0,na1_e + pro__L_e --> na1_c + pro__L_c
PSERtex_num1,0.0,,645701.7890818282,0.0,pser__L_e --> pser__L_c
PTRCORNt7pp,0.0,,,,orn_c + ptrc_e --> orn_e + ptrc_c
PTRCt2pp,0.0,,,,h_e + ptrc_e --> h_c + ptrc_c
PYDXtpp,0.0,,,,pydx_e --> pydx_c
PYRt2rpp,0.0,,,,h_e + pyr_e --> h_c + pyr_c
RIBabcpp,0.0,,220276.44574537786,0.0,atp_c + h2o_c + rib__D_e --> adp_c + h_c + pi_c + rib__D_c
SBTptspp,0.0,2.7.1.69,,,pep_c + sbt__D_e --> pyr_c + sbt6p_c
SERabcpp,0.0,,,,atp_c + h2o_c + ser__L_e --> adp_c + h_c + pi_c + ser__L_c
SERt3pp,0.0,,,,h_e + ser__L_c --> h_c + ser__L_e
SKMt2pp,0.0,,,,h_e + skm_e --> h_c + skm_c
SPMDabcpp,0.0,,200053.20083357004,0.0,atp_c + h2o_c + spmd_e --> adp_c + h_c + pi_c + spmd_c
SPMDt3pp,0.0,,,,h_e + spmd_c --> h_c + spmd_e
SUCCt2_2pp,0.0,,,,2.0 h_e + succ_e --> 2.0 h_c + succ_c
SUCCt2_3pp,0.0,,,,3.0 h_e + succ_e --> 3.0 h_c + succ_c
SUCCt3pp,0.0,,,,h_e + succ_c --> h_c + succ_e
SUCptspp,0.0,2.7.1.69,,,pep_c + sucr_e --> pyr_c + suc6p_c
THMabcpp,0.0,,278562.3866661695,0.0,atp_c + h2o_c + thm_e --> adp_c + h_c + pi_c + thm_c
THMDt2pp,0.0,,,,h_e + thymd_e --> h_c + thymd_c
THMDt2rpp,0.0,,,,h_e + thymd_e --> h_c + thymd_c
THRabcpp,0.0,,,,atp_c + h2o_c + thr__L_e --> adp_c + h_c + pi_c + thr__L_c
THRt2pp,0.0,,,,h_e + thr__L_c --> h_c + thr__L_e
TREabcpp,0.0,,,,atp_c + h2o_c + tre_e --> adp_c + h_c + pi_c + tre_c
TREptsp_num1,0.0,,446414.65832541755,0.0,pep_c + tre_c --> pyr_c + tre6p_c
TREptspp_num1,0.0,,446414.65832541755,0.0,pep_c + tre_e --> pyr_c + tre6p_c
TRPabcpp,0.0,,,,atp_c + h2o_c + trp__L_e --> adp_c + h_c + pi_c + trp__L_c
TRPt2rpp,0.0,,540633.4746488258,0.0,h_e + trp__L_e --> h_c + trp__L_c
TYRt2rpp,0.0,,,,h_e + tyr__L_e --> h_c + tyr__L_c
URAt2pp_num1,0.0,,528026.6203170414,0.0,h_e + ura_e --> h_c + ura_c
URAt2rpp_num1,0.0,,528026.6203170414,0.0,h_e + ura_e --> h_c + ura_c
UREAtpp,0.0,,151539.27768628538,0.0,urea_e --> urea_c
URIt2pp,0.0,,,,h_e + uri_e --> h_c + uri_c
URIt2rpp,0.0,,,,h_e + uri_e --> h_c + uri_c
VALt2rpp,0.0,,594125.1414013705,0.0,h_e + val__L_e --> h_c + val__L_c
XANt2pp_num1,0.0,,528026.6203170414,0.0,h_e + xan_e --> h_c + xan_c
XANtpp,0.0,,,,xan_e --> xan_c
XTSNt2rpp,0.0,,,,h_e + xtsn_e --> h_c + xtsn_c
XYLUt2pp,0.0,,534634.9397667213,0.0,h_e + xylu__L_e --> h_c + xylu__L_c
CO2tpp,5.489957314147624,,,,co2_c --> co2_e
FORt2pp,0.0,,,,for_e + h_e --> for_c + h_c
Biotinabcpp,0.0,,,,atp_c + btn_c + h2o_c --> adp_c + btn_e + h_c + pi_c
Biotint3pp,0.0,,,,btn_c + h_e --> btn_e + h_c
Biotintpp,1.0621280068639398e-06,,,,btn_e --> btn_c
ALATRS_num1,0.0,,276808.30994718283,0.0,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c
ARGTRS_num1,0.0,,445992.9144659672,0.0,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c
ASNTRS_num1,0.0,6.1.1.22,,,asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + ppi_c
ASPTRS,0.0,,198746.35443803808,0.0,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c
CYSTRS_num1,0.0,,521793.1814190317,0.0,atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + ppi_c
FMETTRS_num1,0.0,2.1.2.9,1355.6885316985858,0.0,10fthf_c + mettrna_c --> fmettrna_c + h_c + thf_c
GLNTRS,0.0,6.1.1.18,3132.415803650393,0.0,atp_c + gln__L_c + trnagln_c --> amp_c + glntrna_c + ppi_c
GLUTRS_num1,0.0,6.1.1.17,51.859979096743004,0.0,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c
GLYTRS_num1,0.0,,251075.50188405995,0.0,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c
HISTRS,0.0,,,,atp_c + his__L_c + trnahis_c --> amp_c + histrna_c + ppi_c
ILETRS_num1,0.0,6.1.1.5,537.0071007055005,0.0,atp_c + ile__L_c + trnaile_c --> amp_c + iletrna_c + ppi_c
LEUTRS_num1,0.0,6.1.1.4,305.5838628961775,0.0,atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c
LYSTRS_num1,0.0,,226009.43614910482,0.0,atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c
METTRS_num1,0.0,6.1.1.10,329.42121621222617,0.0,atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c
PHETRS,0.0,6.1.1.20,294.72581415957006,0.0,atp_c + phe__L_c + trnaphe_c --> amp_c + phetrna_c + ppi_c
PROTRS_num1,0.0,6.1.1.15,501.5481554983252,0.0,atp_c + pro__L_c + trnapro_c --> amp_c + ppi_c + protrna_c
SERTRS_num1,0.0,6.1.1.11,69.85389119796363,0.0,atp_c + ser__L_c + trnaser_c --> amp_c + ppi_c + sertrna_c
SERTRS2,0.0,6.1.1.11,69.85389119796363,0.0,atp_c + ser__L_c + trnasecys_c --> amp_c + ppi_c + sertrna_c
THRTRS_num1,0.0,6.1.1.3,706.9010978557521,0.0,atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c
TRPTRS,0.0,6.1.1.2,222.30092009117226,0.0,atp_c + trnatrp_c + trp__L_c --> amp_c + ppi_c + trptrna_c
TYRTRS,0.0,6.1.1.1,228.85305855395043,0.0,atp_c + trnatyr_c + tyr__L_c --> amp_c + ppi_c + tyrtrna_c
VALTRS_num1,0.0,6.1.1.9,121.32052970299524,0.0,atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c
ANPRT,0.013499057808694023,2.4.2.18,57.470914312154726,0.00023488503654863657,anth_c + prpp_c --> ppi_c + pran_c
ANS,0.013499057808694023,4.1.3.27,207.81654333408989,6.495660832445219e-05,chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c
CHORM,0.10087284991269219,5.4.99.5,327.78152650198217,0.00030774415809574975,chor_c --> pphn_c
CHORS,0.11449055711900528,4.2.3.5,17.904110400284377,0.00639465209716238,3psme_c --> chor_c + pi_c
DDPA,0.11449055711900528,2.5.1.54,4878.249109670105,2.3469600371996538e-05,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c
DHQS,0.11449055711900528,4.2.3.4,145300.42335773958,7.879574916111682e-07,2dda7p_c --> 3dhq_c + pi_c
DHQTi,0.11449055711900528,4.2.1.10,1014.9274937624015,0.00011280663675252449,3dhq_c --> 3dhsk_c + h2o_c
IGPS,0.013499057808694023,4.1.1.48,319.7763193451638,4.221406336884895e-05,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c
PHETA1_num1,0.06283090682598994,2.6.1.9,281.48442220213883,0.0002232127317541927,glu__L_c + phpyr_c --> akg_c + phe__L_c
PPND,0.03804194308670226,1.3.1.12,3871.456359673829,9.826261631916548e-06,nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c
PPNDH,0.06283090682598994,4.2.1.51,206144.534539085,3.0479055370772976e-07,h_c + pphn_c --> co2_c + h2o_c + phpyr_c
PRAIi,0.013499057808694023,4.1.1.48,319.7763193451638,4.221406336884895e-05,pran_c --> 2cpr5p_c
PSCVT,0.11449055711900528,2.5.1.19,448.3461217299384,0.0002553619883612348,pep_c + skm5p_c --> 3psme_c + pi_c
SHK3Dr_num1,0.11449055711900528,1.1.1.25,15173.307069516492,7.545524294372143e-06,3dhsk_c + h_c + nadph_c --> nadp_c + skm_c
SHKK,0.11449055711900528,2.7.1.71,8321.28272399105,1.3758763031679974e-05,atp_c + skm_c --> adp_c + h_c + skm5p_c
TRPS1,0.013499057808694023,4.2.1.20,500.9566389340798,2.694655936173818e-05,3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c
TRPS2,0.0,4.2.1.20,500.9566389340798,0.0,indole_c + ser__L_c --> h2o_c + trp__L_c
TRPS3,0.0,4.2.1.20,500.9566389340798,0.0,3ig3p_c --> g3p_c + indole_c
TYRRRpp,0.0,,,,atp_c + h2o_c + tyr__L_e --> adp_c + h_c + pi_c + tyr__L_c
TYRTA_num1,0.03804194308670226,2.6.1.9,281.48442220213883,0.00013514759640724871,34hpp_c + glu__L_c --> akg_c + tyr__L_c
INPSHE,0.0,4.1.1.48,319.7763193451638,0.0,2cpr5p_c --> 3ig3p_c + co2_c + h2o_c
AGPSC,0.015549788805695727,,,,glyc3p_c + 0.004 hdeACP_c + 0.004 myrsACP_c + 0.01 ocdcaACP_c + 0.544 octeACP_c + 0.438 palmACP_c --> 1ag3p_SC_c + ACP_c
ARATH,0.04411839250688165,,,,6.6402 udpara_c + 0.71115 udpgal_c --> arabino_c + 7.3514 udp_c
ATPM,0.0,,,,atp_c + h2o_c --> adp_c + h_c + pi_c
DNA,0.0046440413165138575,,,,4.4671 atp_c + 0.75257 damp_c + 0.87632 dcmp_c + 0.87632 dgmp_c + 0.75257 dtmp_c + 1.2103 h2o_c --> 4.4671 amp_c + dna_c + 4.4671 h_c + 4.4671 ppi_c
FREENTCO,0.17559083311243084,,,,0.012 hdeACP_c + 0.007 myrsACP_c + 0.009 ocdcaACP_c + 0.521 octeACP_c + 0.437 palmACP_c + 0.014 tdeACP_c --> ACP_c + freemyco_c
IONS,0.027812399122113408,,,,0.54282 ca2_c + 0.54282 cl_c + 0.002624 cobalt2_c + 0.073913 cu2_c + 0.70023 fe2_c + 0.81422 fe3_c + 20.3556 k_c + 0.90469 mg2_c + 0.072104 mn2_c + 0.033655 ni2_c + 0.45235 so4_c + 0.035554 zn2_c --> ions_c
MYCOLI,0.04737011537287186,,,,3.5911 freemyco_c + 0.044346 tdcm_c + 0.071339 tmcm_c --> mycoli_c
PA,0.015549788805695727,,,,1ag3p_SC_c + 0.004 hdeACP_c + 0.004 myrsACP_c + 0.01 ocdcaACP_c + 0.544 octeACP_c + 0.438 palmACP_c --> ACP_c + pa_c
PEPTH,0.04411839250688165,,,,0.89721 alaala_c + 2.2426 atp_c + 0.48358 glc__D_c + 0.48358 gly_c + 2.2426 h2o_c + 0.48358 uacgam_c + 0.48358 uamr_c + 0.48358 ugmd_c --> 2.2426 adp_c + 0.49233 ala__L_c + 2.2426 h_c + peptid_c + 2.2426 pi_c + 0.48358 udp_c + 0.48358 ump_c
PPTHTH,0.013003315686238802,,,,1.0585 apg_c + 0.0065396 clpn_c + 0.03083 pa_c + 0.060725 pim_c + 0.039238 pit_c --> phosph_c
RNA,0.02322020658256929,,,,1.9309 atp_c + 0.6972 ctp_c + 1.0161 gtp_c + 0.7062 utp_c --> 1.243 adp_c + 1.8644 h2o_c + 1.243 h_c + 3.1074 ppi_c + rna_c
PROTEIN,0.2414901484587206,,,,1.3527 ala__L_c + 0.38519 arg__L_c + 0.39281 asn__L_c + 0.39281 asp__L_c + 40.0656 atp_c + 0.089437 cys__L_c + 0.69314 gln__L_c + 1.1139 glu__L_c + 0.71651 gly_c + 30.7601 h2o_c + 0.13619 his__L_c + 0.38316 ile__L_c + 0.71347 leu__L_c + 0.37909 lys__L_c + 0.15347 met__L_c + 0.26018 phe__L_c + 0.32319 pro__L_c + 0.498 ser__L_c + 0.5539 thr__L_c + 0.055899 trp__L_c + 0.15753 tyr__L_c + 0.55492 val__L_c --> 40.0656 adp_c + 40.0656 h_c + 40.0656 pi_c + protein_c
SOL_POOL,0.00119743856467186,,,,0.12386 accoa_c + 0.099086 amet_c + 0.000887 btn_c + 0.099086 chor_c + 0.074314 coa_c + 0.013872 malcoa_c + 0.79269 nad_c + 0.019817 nadh_c + 0.049543 nadp_c + 0.14863 nadph_c + 0.099086 pydx5p_c + 0.043598 succoa_c + 0.024558 udcpdp_c --> soluble_pool_c
ACHBS,0.09252936528344338,2.2.1.6,2708.705677781493,3.415999236920697e-05,2obut_c + h_c + pyr_c --> 2ahbut_c + co2_c
ACLS,0.30660980738798377,2.2.1.6,2708.705677781493,0.000113194212978911,h_c + 2.0 pyr_c --> alac__S_c + co2_c
DHAD1,0.30660980738798377,4.2.1.9,414.57280684897637,0.0007395801227736528,23dhmb_c --> 3mob_c + h2o_c
DHAD2,0.09252936528344338,4.2.1.9,414.57280684897637,0.00022319207568563624,23dhmp_c --> 3mop_c + h2o_c
ILETA,0.09252936528344338,2.6.1.42,1623.816384279494,5.69826528290018e-05,3mop_c + glu__L_c --> akg_c + ile__L_c
IPMD,0.1722959762208434,1.1.1.85,2409.7676172699757,7.149900056173774e-05,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c
IPPMIa,0.0,4.2.1.33,155.88016981488258,0.0,3c2hmp_c --> 2ippm_c + h2o_c
IPPMIb,0.0,4.2.1.33,155.88016981488258,0.0,2ippm_c + h2o_c --> 3c3hmp_c
IPPS,0.1722959762208434,2.3.3.13,5939.555467038068,2.9008227497328817e-05,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c
KARA1,0.0,1.1.1.86,208.79569254486282,0.0,23dhmb_c + nadp_c --> alac__S_c + h_c + nadph_c
KARA2,0.09252936528344338,1.1.1.86,208.79569254486282,0.0004431574433153696,2ahbut_c + h_c + nadph_c --> 23dhmp_c + nadp_c
OMCDC,0.1722959762208434,,,,3c4mop_c + h_c --> 4mop_c + co2_c
THRD_L_num1,0.09252936528344338,4.3.1.19,21430.50080727915,4.31764829555521e-06,thr__L_c --> 2obut_c + nh4_c
VALTA,0.0,2.6.1.42,1623.816384279494,0.0,3mob_c + glu__L_c --> akg_c + val__L_c
LEUTAi,0.1722959762208434,2.6.1.42,1623.816384279494,0.00010610557812378096,4mop_c + glu__L_c --> akg_c + leu__L_c
ALAR_reverse,0.0,,12642.069812411692,0.0,ala__D_c --> ala__L_c
ALATA_L_reverse,0.0,,4068.1797733578296,0.0,akg_c + ala__L_c --> glu__L_c + pyr_c
ASPTA_reverse,0.8978786794401192,,6144.05294482423,0.00014613784866494278,glu__L_c + oaa_c --> akg_c + asp__L_c
2METS_reverse,0.0,,773.3988874756252,0.0,coa_c + hcat_c --> h2o_c + oaa_c + ppcoa_c
ACHMSC_reverse,0.0,,,,ac_c + cyst__L_c + h_c --> achms_c + cys__L_c
ALCD19_reverse_num1,0.0,,28280.194372479447,0.0,glyc_c + nad_c --> glyald_c + h_c + nadh_c
AMANAPEr_reverse,0.0,,,,acgam6p_c --> acmanap_c
APG_reverse,0.0,,,,apg_c + cmp_c --> cdpdag_c + glyc3p_c
ARAI_reverse_num1,0.0,,53617.0342453467,0.0,rbl__L_c --> arab__L_c
CBMKr_reverse,0.0,,,,adp_c + cbp_c + 2.0 h_c --> atp_c + co2_c + nh4_c
DHACOAH_reverse,0.0,,729154.4623007701,0.0,3hadpcoa_c --> 23dhacoa_c + h2o_c
G3PD2_reverse,0.029313798459579498,,,,dhap_c + h_c + nadph_c --> glyc3p_c + nadp_c
GLCATr_reverse,0.0,,,,acglc__D_c + coa_c --> accoa_c + glc__D_c
GUI1_reverse,0.0,,4252.460148798637,0.0,fruur_c --> glcur_c
HCO3E_reverse,0.0,,470958769.3065946,0.0,h_c + hco3_c --> co2_c + h2o_c
HPYRI_reverse_num1,0.0,,,,2h3oppan_c --> hpyr_c
MALGT_reverse,0.0,,5443.808922715724,0.0,tre_c --> malt_c
MALTATr_reverse,0.0,,,,acmalt_c + coa_c --> accoa_c + malt_c
MAN1PG_reverse,0.0,,10157.569948513508,0.0,gdpmann_c + ppi_c --> gtp_c + man1p_c
MAN6PI_reverse,0.0,,1926768.97161713,0.0,f6p_c --> man6p_c
MCITL2_reverse_num1,0.0,,1702.7059695356977,0.0,pyr_c + succ_c --> micit_c
MM_COA_ADD5_reverse,0.0,,238.36070939588703,0.0,adp_c + h_c + mmcoa__S_c + pi_c --> atp_c + hco3_c + ppcoa_c
PGMT_reverse,0.03895548176450494,,8642.482052075773,4.507441442143176e-06,g6p_c --> g1p_c
PMANM_reverse_num1,0.0,,1426.8943687529004,0.0,man6p_c --> man1p_c
UDPG4E_reverse,0.0,,229529.8075688478,0.0,udpgal_c --> udpg_c
XYLI1_reverse,0.0,,476.89448024689926,0.0,xylu__D_c --> xyl__D_c
MCITD_reverse_num1,0.0,,,,2mcacn_c + h2o_c --> 2mcit_c
ACOTA_reverse,0.09301959028481459,,51.76460703837754,0.0017969727890690098,acg5sa_c + glu__L_c --> acorn_c + akg_c
AGPR_reverse,0.09301959028481459,,,,acg5p_c + h_c + nadph_c --> acg5sa_c + nadp_c + pi_c
ARGSL_reverse,0.0,,28318.131337369043,0.0,arg__L_c + fum_c --> argsuc_c
GLUNATF_reverse,0.0,,,,acglu_c + orn_c --> acorn_c + glu__L_c
OCBT_reverse,0.0,,124894.07242693887,0.0,citr__L_c + h_c + pi_c --> cbp_c + orn_c
BAMPN_reverse,0.0,,,,amp_c + bccp_c + h_c --> apo_c + btamp_c
3OAR100_reverse,0.0,,8486.469619571115,0.0,3hdecACP_c + nadp_c --> 3odecACP_c + h_c + nadph_c
3OAR120_reverse,0.0,,8486.469619571115,0.0,3hddecACP_c + nadp_c --> 3oddecACP_c + h_c + nadph_c
3OAR140_reverse,0.0,,8486.469619571115,0.0,3hmrsACP_c + nadp_c --> 3omrsACP_c + h_c + nadph_c
3OAR160_reverse,0.0,,8486.469619571115,0.0,3hpalmACP_c + nadp_c --> 3opalmACP_c + h_c + nadph_c
3OAR180_reverse,0.0,,8486.469619571115,0.0,3hoctaACP_c + nadp_c --> 3ooctdACP_c + h_c + nadph_c
3OAR40_reverse,0.0,,8486.469619571115,0.0,3haACP_c + nadp_c --> actACP_c + h_c + nadph_c
3OAR60_reverse,0.0,,8486.469619571115,0.0,3hhexACP_c + nadp_c --> 3ohexACP_c + h_c + nadph_c
3OAR80_reverse,0.0,,8486.469619571115,0.0,3hoctACP_c + nadp_c --> 3ooctACP_c + h_c + nadph_c
ALAALAr_reverse,0.0,,144.6514658836497,0.0,adp_c + alaala_c + h_c + pi_c --> 2.0 ala__D_c + atp_c
CDPDAG_reverse,0.0,,,,cdpdag_c + ppi_c --> ctp_c + pa_c
GLUR_reverse,0.021334772248477827,,474871.8862154237,4.492742751841787e-08,glu__L_c --> glu__D_c
PGAMT_reverse,0.06400431674543348,,121.6536057342256,0.0005261193563408432,gam6p_c --> gam1p_c
T2DECAI_reverse,0.0,,,,cdec3eACP_c --> tdec2eACP_c
G1PTT_reverse,0.0,,710.0004891647752,0.0,dtdpglu_c + ppi_c --> dttp_c + g1p_c + h_c
GALUi_reverse_num1,0.0,,11410.721319865865,0.0,ppi_c + udpg_c --> g1p_c + h_c + utp_c
PAPPT3_reverse,0.0,,18707.126198226168,0.0,uagmda_c + ump_c --> udcpp_c + ugmda_c
ACONTa_reverse,0.0,,7176.314375866433,0.0,acon_C_c + h2o_c --> cit_c
ACONTb_reverse,0.0,,7176.314375866433,0.0,icit_c --> acon_C_c + h2o_c
FUM_reverse,0.0,,6705.369566204791,0.0,mal__L_c --> fum_c + h2o_c
MDH_reverse,0.0,,8444.879095449614,0.0,h_c + nadh_c + oaa_c --> mal__L_c + nad_c
PYRC_reverse,0.0,,169.23402992071578,0.0,adp_c + h_c + oaa_c + pi_c --> atp_c + hco3_c + pyr_c
AMAOTr_reverse,0.0,,2320.800202174017,0.0,amob_c + dann_c --> 8aonn_c + amet_c
DHFR_reverse,0.0,,11836.772148382452,0.0,nadp_c + thf_c --> dhf_c + h_c + nadph_c
DHPTPE_reverse,0.0,,1899740.7786330902,0.0,dhmptp_c --> ahdt_c
G1SAT_reverse,0.0,,19.94939559818145,0.0,5aop_c --> glu1sa_c
GTHOr_reverse,0.0,,16776.000599542793,0.0,2.0 gthrd_c + nadp_c --> gthox_c + h_c + nadph_c
ICHORS_reverse,0.0,,913.2909714345489,0.0,ichor_c --> chor_c
IPDDI_reverse,0.0,,366749.0486073027,0.0,dmpp_c --> ipdp_c
OHPBAT_reverse,0.0,,96.30263506483887,0.0,akg_c + phthr_c --> glu__L_c + ohpb_c
PY5PSH_reverse,0.0,,0.0903331152890618,0.0,glu__L_c + 3.0 h2o_c + h_c + pi_c + pydx5p_c --> g3p_c + gln__L_c + r5p_c
TRATF_reverse_num1,0.0,,,,2saa_c + glu__L_c --> akg_c + tau_c
NAMNPP_reverse,0.0,,,,adp_c + nicrnt_c + pi_c + ppi_c --> atp_c + h2o_c + nac_c + prpp_c
RBFK_reverse,0.0,,194.2368951377459,0.0,adp_c + fmn_c + h_c --> atp_c + ribflv_c
SERAT_reverse,0.0,,189599.6675337477,0.0,acser_c + coa_c --> accoa_c + ser__L_c
EX_ca2_e_reverse,0.0150971264914656,,,, --> ca2_e
EX_co2_e_reverse,0.0,,,, --> co2_e
EX_cobalt2_e_reverse,7.297973529642559e-05,,,, --> cobalt2_e
EX_cu2_e_reverse,0.0020556978563127685,,,, --> cu2_e
EX_glc_e_reverse,0.0,,,, --> glc__D_e
EX_h2o_e_reverse,0.0,,,, --> h2o_e
EX_k_e_reverse,0.5661380715700917,,,, --> k_e
EX_mg2_e_reverse,0.02516159936178478,,,, --> mg2_e
EX_mn2_e_reverse,0.0020053852263008654,,,, --> mn2_e
EX_na1_e_reverse,0.0,,,, --> na1_e
EX_nh4_e_reverse,3.8685820447649797,,,, --> nh4_e
EX_ni2_e_reverse,0.0009360262924547266,,,, --> ni2_e
EX_o2_e_reverse,8.566842154038797,,,, --> o2_e
EX_pi_e_reverse,0.22209426353504813,,,, --> pi_e
EX_so4_e_reverse,0.07166535541935998,,,, --> so4_e
EX_zn2_e_reverse,0.00098884203838762,,,, --> zn2_e
ACBCP_reverse,0.0,,,,bccp_c + malcoa_c --> accoa_c + cbccp_c
MTHFC_reverse,0.0,,133255.30389894705,0.0,10fthf_c + h_c --> h2o_c + methf_c
MTHFD_reverse,0.0,,5668.858751361328,0.0,methf_c + nadph_c --> mlthf_c + nadp_c
GHMT2r_reverse,0.0,,1346.912894173061,0.0,gly_c + h2o_c + mlthf_c --> ser__L_c + thf_c
ENO_reverse,0.0,,5305.30481136133,0.0,h2o_c + pep_c --> 2pg_c
FBA_reverse,0.0,,729.7901167338058,0.0,dhap_c + g3p_c --> fdp_c
GAPD_reverse_num1,0.0,,591.850389886796,0.0,13dpg_c + h_c + nadh_c --> g3p_c + nad_c + pi_c
PGI_reverse,0.0,,89677.81589444887,0.0,f6p_c --> g6p_c
PGK_reverse,0.0,,54619.66955226387,0.0,3pg_c + atp_c --> 13dpg_c + adp_c
PGM_reverse_num1,0.0,,23159.663100839112,0.0,2pg_c --> 3pg_c
TPI_reverse,0.0,,733505.5864307247,0.0,g3p_c --> dhap_c
PRMICI_reverse,0.0,,1071.0282756876577,0.0,prlp_c --> prfp_c
PRPPS_reverse,0.0,,647.9965130314215,0.0,amp_c + h_c + prpp_c --> atp_c + r5p_c
CAt6pp_reverse_num1,0.0,,492700.5830376659,0.0,ca2_e + na1_c --> ca2_c + na1_e
MG2t3_2pp_reverse_num1,0.0,,562928.8040327932,0.0,2.0 h_e + mg2_c --> 2.0 h_c + mg2_e
NH4tpp_reverse_num1,0.0,,586622.5224938269,0.0,nh4_c --> nh4_e
NO2t2rpp_reverse,0.0,,,,h_c + no2_c --> h_e + no2_e
O2tpp_reverse,0.0,,,,o2_c --> o2_e
PIt2rpp_reverse,0.0,,605889.1229043377,0.0,h_c + pi_c --> h_e + pi_e
D5GIS_reverse,0.0,,,,d52dg_c --> d5dg_c
MI2DH_reverse_num1,0.0,,1432.8485284847345,0.0,2ins_c + h_c + nadh_c --> inost_c + nad_c
MI2DHT_reverse,0.0,,,,h2o_c + thcd_c --> 2ins_c
UAGAAT_reverse_num1,0.0,,635.2513677438377,0.0,ACP_c + u3aga_c --> 3hmrsACP_c + uacgam_c
ACACT1r_reverse,0.0,,21150880.41316356,0.0,aacoa_c + coa_c --> 2.0 accoa_c
ACOAD1f_reverse,0.0,,611923.3214697415,0.0,b2coa_c + fadh2_c --> btcoa_c + fad_c
ACOAD2f_reverse,0.0,,611923.3214697415,0.0,fadh2_c + hx2coa_c --> fad_c + hxcoa_c
ACOAD3f_reverse,0.0,,611923.3214697415,0.0,fadh2_c + oc2coa_c --> fad_c + occoa_c
ACOAD4f_reverse,0.0,,611923.3214697415,0.0,dc2coa_c + fadh2_c --> dcacoa_c + fad_c
ACOAD5f_reverse,0.0,,611923.3214697415,0.0,dd2coa_c + fadh2_c --> ddcacoa_c + fad_c
ACOAD6f_reverse,0.0,,611923.3214697415,0.0,fadh2_c + td2coa_c --> fad_c + tdcoa_c
ACOAD7f_reverse,0.0,,611923.3214697415,0.0,fadh2_c + hdd2coa_c --> fad_c + pmtcoa_c
ACOAD8f_reverse,0.0,,611923.3214697415,0.0,fadh2_c + od2coa_c --> fad_c + stcoa_c
ACOATA_reverse_num1,0.0,,1189.755074272905,0.0,acACP_c + coa_c --> ACP_c + accoa_c
MCOATA_reverse_num1,0.0,,6398.922706360497,0.0,coa_c + malACP_c --> ACP_c + malcoa_c
TDCM_FREE_reverse,0.0,,,,adp_c + tdcm_c --> atp_c + tmcm_c + tre_c
ADK1_reverse,0.0,,6036.736399895987,0.0,2.0 adp_c --> amp_c + atp_c
